id	title	description	link	image_link	availability	price	brand	google_product_category	product_type	identifier_exists
8d6695b3-b10f-4a6c-811d-fc0fa7839f3c	Nu Skin 180° Skin Mist	Nu Skin 180° Skin Mist is a skin-soothing facial toner that goes above and beyond. The formula reinforces your skin’s ability to protect itself from environmental aggressors/stressors and helps protect the skin against the negative visible impact of oxidative stress. Featuring a Nu Skin®-exclusive ingredient combination, the HMW complex, the skin mist leaves your skin looking and feeling calm.	https://digitalshopper.co.za/products/nu-skin-180-skin-mist	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nuskin_skin_mist_1.webp	in_stock	699 ZAR	Nu Skin 180°	Cosmetics	Skincare	no
8ce8bb8b-ea2a-4cc1-94cd-24cd0624353a	Jungle Waterfall	This poster features a vibrant depiction of a waterfall cascading through a lush green jungle. The colors are vibrant and the details are stunning, making this poster a must-have for any nature lover. The poster is printed on high-quality canvas and is available in as an A0 size (800mmx1200mm). It is also ready to hang, so you can enjoy it right away.	https://digitalshopper.co.za/products/jungle-waterfall	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/jungle_waterfall_main.webp	in_stock	1489 ZAR	Daltar Canvases	Artwork	Landscapes	no
89952f1e-0aca-4da9-8b0a-1eb6e2098b3b	LumiSpa Blemish Serum	Clogged pores and blemishes got you feeling defeated? ageLOC LumiSpa Blemish Serum will help fight those skin battles for you! The formula gently but effectively helps clear pores and manage the appearance of blemishes. Combining this with Nu Skin’s proprietary ageLOC ingredient blend, the multi-action serum simultaneously promotes youthful-looking skin.	https://digitalshopper.co.za/products/lumispa-blemish-serum	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/blemish_serum.webp	in_stock	599 ZAR	AgeLoc	Cosmetics	Skincare	no
843ef498-6844-4cb7-bf89-ff8e78a7c198	Redmi Watch 3	Take one more step with the Xiaomi Redmi Watch 3, it features a 1.75-inch large ultra-clear screen allowing you to see everything clearly even under strong light. The 1.75″ AMOLED screen has a screen-to-body ratio of up to 70% and is large enough for you to see information such as message reminders and sports data on one screen. With many great features including 121 fitness modes, Bluetooth calling, 5ATM water resistance, and up to 12 days of battery life, the Redmi Watch 3 has everything you need to keep track of your fitness levels and routines.	https://digitalshopper.co.za/products/redmi-watch-3	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/redmi_watch_3.jpg	in_stock	2099 ZAR	Xiaomi	Electronics	Smartwatches	no
3b6071ee-53cc-48c8-82c4-a94b5a0b6096	LumiSpa Beauty Device Face Cleansing Kit	This face cleanser is formulated with extracts of oat and Chinese pine to calm skin, leaving it softened and smooth, as well as our famous ageLOC ingredients to target the visible signs of skin ageing at the source.	https://digitalshopper.co.za/products/lumispa-beauty-device-face-cleansing-kit	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/lumispa-beauty-device-cleansing-kit-sensitive-skin-packshot-award.jpg	in_stock	3899 ZAR	AgeLoc	Cosmetics	Beauty Devices	no
5db1706a-d6cb-40cd-8835-d0a9675a6715	Nu Colour Lash and Brow Serum	Want lashes and brows that have this  wow  effect? The great formula of our Nu Colour Lash + Brow Serum is designed to give you lovelier lashes and brows by targeting their underlying nourishment and conditioning needs. That means lashes that look longer, thicker and shinier together with bolder and healthier brows - all in one. 	https://digitalshopper.co.za/products/nu-colour-lash-and-brow-serum	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nu-colour-lash-brow-serum-1.webp	in_stock	949 ZAR	Nu Colour	Cosmetics	Skincare	no
d94b06a7-2852-4900-ae41-5adf3af52812	SupaNova Lara 15.6   Laptop Backpack Multi	This women s laptop backpack features a durable polycotton lining and a stylish body crafted from PU leather and suede. Its primary compartment offers ample room to accommodate laptops of up to 15.6 inches in size.	https://digitalshopper.co.za/products/supanova-lara-156-laptop-backpack-multi	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/13546.jpg	in_stock	549 ZAR	SupaNova	Bags and Covers	Backpacks	no
cbe76275-6827-42d4-a4b2-fdd3ede4c700	Epoch Ava Puhi Moni Shampoo and Light Conditioner	Made with gentle, plant-based surfactants, Epoch Ava Puhi Moni Shampoo and Light Conditioner both cleanses and conditions hair. The 2-in-1 formula features Ava Puhi extract used by Polynesians for generations to soften and condition hair. In a single, time-saving move, it leaves your locks more manageable (goodbye heavy build-up) and helps them look and feel healthy and revitalised!	https://digitalshopper.co.za/products/epoch-ava-puhi-moni-shampoo-and-light-conditioner	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nuskin-epoch-conditioner-avi-puhi-moni.webp	in_stock	299 ZAR	Epoch	Cosmetics	Hair Care	no
bdb5cc4c-f64b-4bb9-afba-7e8267e46c4f	Brighter Day Exfoliant Scrub	This innovative exfoliant scrub removes dead skin cells and pore-blocking impurities to leave your complexion looking smooth and glowing bright. Unlike other exfoliants, our double-feature formula uses pomegranate enzymes to help loosen dead skin cells while natural exfoliating minerals remove them from your skin. Combining both enzymatic and physical exfoliation clears out dead skin cells more effectively than either would alone.	https://digitalshopper.co.za/products/brighter-day-exfoliant-scrub	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nu-skin-nutricentials-brighter-day-exfoliant.webp	in_stock	399 ZAR	Nutricentials	Cosmetics	Skincare	no
4a30e83b-6938-442c-bc05-5ba80d81058d	Epoch Glacial Marine Mud	A skin-clearing, ethnobotanical mud mask that gently but effectively removes impurities, exfoliates, and softens the skin.	https://digitalshopper.co.za/products/epoch-glacial-marine-mud	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nuskin-epoch-glacialmarinemud.webp	in_stock	419 ZAR	Epoch	Cosmetics	Skincare	no
4fb42948-4907-4052-a94e-6dbbe2451943	Nu Colour POWERlips Fluid Metallic Ambition	 In one easy step, you’ll find look-defining colour fit for any outfit, time or place. Created with our high-performance weightless formula, POWERlips Fluid takes just a single, one-step application to leave your lips cushioned, soothed, and smoothed, with an intense look that won’t smudge or transfer.	https://digitalshopper.co.za/products/nu-colour-powerlips-fluid-metallic-ambition	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nucolour-powerlips-ambition-main.webp	in_stock	349 ZAR	Nu Colour	Cosmetics	Make Up	no
d2167b07-e3f2-4820-8299-11e63b66add3	AgeLOC Galvanic Spa Facial Gels for Anti-Ageing Device - 3 Boxes	Used together with Nu Skin s ageLOC Galvanic Spa device, ageLOC Galvanic Spa Facial Gels bring that spa-like experience into the comfort of your own home, firming and lifting your skin while removing impurities and helping to visibly reduce lines and wrinkles*.	https://digitalshopper.co.za/products/ageloc-galvanic-spa-facial-gels-for-anti-ageing-device-3-boxes	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/galvanic-spa-facial-gels.webp	in_stock	2399 ZAR	AgeLoc	Cosmetics	Skincare	no
4b7d7c75-bea5-49d4-a1f4-d937031d3516	AgeLOC Elements	Infuse your skin with the elements of youth. ageLOC Elements products are the modern essentials of anti-ageing skin care. Together these products cleanse, purify, renew, moisturise and reveal younger looking skin - for a more youthful and healthier looking you, now and in the future.	https://digitalshopper.co.za/products/ageloc-elements	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/ageLoc-elements.webp	in_stock	2899 ZAR	AgeLoc	Cosmetics	Skincare	no
c1e91c67-1c32-4d5b-9606-0ee2a42651e2	TR90 Complex C Discipline Specific Medicine	Delivered in handy capsules, Complex C is an easy and convenient way to get an intake of this supplement. No messy stains from juice blended in a hurry, or forcing yourself to drink sour cherry juice twice a day!	https://digitalshopper.co.za/products/tr90-complex-c-discipline-specific-medicine	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/tr90-complex-c.webp	in_stock	2599 ZAR	Pharmanex	Sport & Health	Supplements	no
0ba8448d-36e5-4bdd-be14-04d0210d20d6	ageLOC LumiSpa Activating Face Cleanser	The ageLOC LumiSpa Activating Cleanser is a crucial part of the ageLOC LumiSpa system and the perfect partner for your device. It provides the perfect cushion and necessary grip for your LumiSpa device to move gently and effectively across your face and leaves skin feeling smooth, soft, and looking youthful.	https://digitalshopper.co.za/products/ageloc-lumispa-activating-face-cleanser	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/lumispa_activating_face_cleanser.webp	in_stock	599 ZAR	AgeLoc	Cosmetics	Skincare	no
b3d3a893-0688-4c66-aa0c-0814f33bbaca	ageLOC Galvanic Body Trio	The ageLOC Galvanic Body Trio package contains the ageLOC Galvanic Body Spa unit and two advanced anti-ageing body products, ageLOC Body Shaping Gel and ageLOC Dermatic Effects, for a more contoured, smoother and firmer looking body. 	https://digitalshopper.co.za/products/ageloc-galvanic-body-trio	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/ageLOC-galvanic-body-trio-1.webp	in_stock	7999 ZAR	AgeLoc	Cosmetics	Beauty Devices	no
8e6c4145-4c1a-478a-a0ed-bb2684bd9f2a	WINX VIBE Comfort Wireless Headphones	Enjoy a rich audio experience with the WINX VIBE Comfort Wireless Headphones. 40mm drivers ensure these headphones deliver superb stereo range and balanced sound. Thanks to their soft over-ear cushions, adjustable headband, and ergonomically shaped over-ear cups, the WINX VIBE Comfort Wireless Headphones offer a snug yet flexible fit.	https://digitalshopper.co.za/products/winx-vibe-comfort-wireless-headphones	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/WX-HS102.webp	in_stock	489 ZAR	Winx	Electronics	Headphones	no
29b02c86-5256-4615-bdd6-c0ac711a356b	Bioadaptive BB+ Skin Loving Foundation - Beige	Nu Colour Bioadaptive* BB+ Skin Loving Foundation rewrites the rules of makeup. It cleverly combines the payoff and staying power of a foundation (up to 12 hours!) with the skin-nourishing benefits of a BB cream.	https://digitalshopper.co.za/products/bioadaptive-bb-skin-loving-foundation-beige	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nu-skin-nu-colour-bioadaptive-BB-Foundation-Packashot-beige.webp	in_stock	799 ZAR	Nu Colour	Cosmetics	Make Up	no
90ac6841-4efa-4a23-804f-1aefdee35849	Nu Colour Curling Mascara - Black	This unique formula offers long-lasting curling power, with no unwanted clumping, helping your eyes stand out. Its easy-to-use, lightly curved wand is uniquely designed to separate and curl every single lash, bringing an appearance of length and volume to your beautiful eyes with a pitch-black finish.	https://digitalshopper.co.za/products/nu-colour-curling-mascara-black	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nu-colour-curling-mascara-1.webp	in_stock	529 ZAR	Nu Colour	Cosmetics	Make Up	no
d3f2f3b2-2886-4868-926a-e2a10bb24f73	Bioadaptive BB+ Skin Loving Foundation - Ivory	Nu Colour Bioadaptive* BB+ Skin Loving Foundation rewrites the rules of makeup. It cleverly combines the payoff and staying power of a foundation (up to 12 hours!) with the skin-nourishing benefits of a BB cream.	https://digitalshopper.co.za/products/bioadaptive-bb-skin-loving-foundation-ivory	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/nu-skin-nu-colour-bioadaptive-BB-Foundation-Packashot-ivory.webp	in_stock	799 ZAR	Nu Colour	Cosmetics	Make Up	no
3caec238-1a74-472c-bf3b-5b52c1e6a3c1	Xiaomi Smart Humidifier 2	Enjoy fresh mountain air in the comfort of your own home with the Xiaomi Smart Humidifier 2. The Smart Humidifier 2 uses UV-C ultraviolet sterilization technology to eliminate bacteria, while releasing purified mist to cleanse the surrounding air. This allows you to create the perfect indoor environment thanks to cleaner air. The humidifier features a cutting-edge rotating mist dispenser, which rotates 360° to provide whole-room coverage without the need for constant repositioning.	https://digitalshopper.co.za/products/xiaomi-smart-humidifier-2	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/BHR6026EU_wr_01a.webp	in_stock	1349 ZAR	Xiaomi	Home & Garden	Home Appliances	no
c4039b98-8883-4fd5-b79d-eebbd4a06dd7	Xiaomi Smart Scale 2	The Xiaomi Mi Smart Scale 2 is a great way to compliment your healthy lifestyle. In addition to body weight, it also calculates BMI and body type thanks to 3 precise data points. With a series of complex algorithms and advanced Bioelectrical Impedance Analysis (BIA), it produces accurate stats. It is made from tempered glass and ABS which makes it very durable, while it supports weight ranges from 100g up to 150kg. In addition to weighing adults and children, it’s also widely used for vegetables, fruits, package, etc.	https://digitalshopper.co.za/products/xiaomi-smart-scale-2	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/NUN4056GL_wr_01b.webp	in_stock	349 ZAR	Xiaomi	Home & Garden	Bed and Bath	no
2a770f5d-dadd-4fd2-be82-6b6aeb77ea44	Romoss Thunder Series 231WH Power Station	The Romoss THUNDER Series RS300 231Wh Power Station gives you power on the go in a compact and portable design. Ideal for power outages, camping trips or emergencies, this convenient portable power station allows you to provide power to smaller devices and appliances making it perfect for loadshedding. You can power your router, lightbulbs, and other small electronics and appliances easily thanks to its 230V South African plug.	https://digitalshopper.co.za/products/romoss-thunder-series-231wh-power-station	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/RS300-2B2-G1C3H_wr_01a.webp	in_stock	3999 ZAR	Romoss	Home & Garden	Power Stations	no
6f9f59f8-cb71-4da0-8618-d008d4b3211d	SupaNova Sienna 15.6   Ladies Laptop Bag Tan	The Sienna Series by SupaNova is a sophisticated women s handbag that serves a dual purpose as a laptop carrier. This timeless design exudes a classy and elegant charm, making it a versatile complement to any ensemble. It offers secure accommodation for your 15.6  laptop, notebook, or tablet. Additionally, it features two external zippered compartments, ideal for stashing smaller essentials, and comes with a removable shoulder strap, providing you with versatile carrying options.	https://digitalshopper.co.za/products/supanova-sienna-156-ladies-laptop-bag-tan	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/VJGFJHGF.jpg	in_stock	549 ZAR	SupaNova	Bags and Covers	Bags	no
0aade2f4-a7b4-486c-85c1-d25e2487b4bd	GIZZU 242Wh Portable Power Station	Get power wherever you go with the Gizzu 242Wh Portable Power Station. Get off the grid and enjoy the great outdoors while keeping essential gear powered and charged. Thanks to the 220V South African plug and two DC ports, you can power various lightbulbs, your phone, your camera, and other small electronics with ease.	https://digitalshopper.co.za/products/gizzu-242wh-portable-power-station	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/GPS150MAX_wr_01.jpg	in_stock	2699 ZAR	Gizzu	Home & Garden	Power Stations	no
88e35e41-c863-414b-8933-58d328488508	Oneodio Pro 50 Wired Over Ear Headphones 	The OneOdio Studio Pro-50 Headphones are over-ear DJ headphones that offer a dynamic bass sound and Hi-Res audio verification. The 50mm neodymium driver reproduces all the music’s dynamics and delivers the controlled bass that DJs and audiophiles need. It is ideal for DJ digital mixer, mixer panel, turntable, monitoring in recording studios, radio, film production, video, electronic news gathering and almost any application that requires high-quality sound. The earcups can be rotated both left and right for the single-ear monitor. Studio pro-50 comes with a detachable spring cable with 3.5mm and 6.35mm plugs at each end for different needs.	https://digitalshopper.co.za/products/oneodio-pro-50-wired-over-ear-headphones	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/oneodia-pro-50.webp	in_stock	989 ZAR	Oneodio	Electronics	Headphones	no
fc64fb58-0b7e-49c1-b978-ffb4c03e014a	Nu Colour Lip Plumping Balm	We all love the look of fuller lips. With this lightweight, hydrating lip plumper from Nu Colour, getting that plumped effect for yourself is easier than ever. It glides on smoothly, bringing a refreshing sensation and a subtle hint of colour while leaving your lips feeling moisturised and smooth, with none of the uncomfortable stickiness you might experience with traditional lip balms.	https://digitalshopper.co.za/products/nu-colour-lip-plumping-balm	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/lip-plumping-balm.webp	in_stock	449 ZAR	Nu Colour	Cosmetics	Make Up	no
16f59ae1-76fa-4c02-bcaa-0013b8a6ebfd	Bull Elephant	Artwork depicting a black and white watercolor picture of an elephant walking through the woods after a rainy day is a powerful and evocative piece that captures the beauty and majesty of these magnificent creatures. 	https://digitalshopper.co.za/products/bull-elephant	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/elephant-canvas-gallery-wrap.webp	in_stock	1489 ZAR	Daltar Canvases	Artwork	Animals	no
980e8c87-7d1d-4ec1-a05f-ef5eb5f6a76e	Elephant Safari	This stunning elephant canvas poster is the perfect way to add a touch of nature to your home or office. The poster features a close-up of an elephant s face, captured in beautiful detail. 	https://digitalshopper.co.za/products/elephant-safari	https://wrdsrupthgeuaredfstv.supabase.co/storage/v1/object/public/products/elephant_main.webp	in_stock	1589 ZAR	Daltar Canvases	Artwork	Animals	no
